חודש,"מחוז למ""ס",סמל ישוב,יישוב,"סה""כ דורשי עבודה",גברים,נשים,אקדמאים,אינם אקדמאים,הבטחת הכנסה,דורשי עבודה שאינם עובדים,השמות מתוך הפניות,שיעור אבטלה מוערך ביישוב
2017-01,המרכז,2720,טירה,186,94,92,15,171,58,180,10,2%
2017-01,המרכז,2660,יבנה,712,339,373,136,576,180,700,29,3%
2017-01,המרכז,9400,יהוד,366,164,202,90,276,44,357,13,2%
2017-01,המרכז,1224,כוכב יאיר,88,45,43,56,32,0,87,1,2%
2017-01,המרכז,633,כפר ברא,13,8,5,0,13,7,13,2,1%
2017-01,המרכז,168,כפר יונה,319,143,176,64,255,42,316,4,3%
2017-01,המרכז,6900,כפר סבא,1148,515,633,439,709,93,1127,23,2%
2017-01,המרכז,634,כפר קאסם,240,99,141,11,229,126,230,3,3%
2017-01,המרכז,7000,לוד,1734,822,912,135,1599,907,1689,46,5%
2017-01,המרכז,1200,מודיעין-מכבים-רעות*,846,380,466,342,504,52,834,23,2%
2017-01,המרכז,28,מזכרת בתיה,170,77,93,51,119,23,164,5,2%
2017-01,המרכז,7200,נס ציונה,634,295,339,154,480,162,624,14,3%
2017-01,המרכז,7400,נתניה,3918,1864,2054,498,3420,1268,3827,115,4%
2017-01,המרכז,587,סביון*,16,6,10,8,8,1,16,0,1%
2017-01,המרכז,171,פרדסייה,71,35,36,25,46,5,71,1,2%
2017-01,המרכז,7900,פתח תקווה,3750,1713,2037,876,2874,853,3650,60,3%
2017-01,המרכז,195,קדימה-צורן,265,117,148,70,195,43,262,3,2%
2017-01,המרכז,638,קלנסווה,372,198,174,10,362,261,338,8,4%
2017-01,המרכז,469,קריית עקרון,220,96,124,27,193,93,213,9,4%
2017-01,המרכז,2640,ראש העין,774,377,397,118,656,128,763,16,3%
2017-01,המרכז,8300,ראשון לציון,4059,1754,2305,813,3246,1029,4017,82,3%
2017-01,המרכז,8400,רחובות,2215,986,1229,539,1676,694,2138,72,3%
2017-01,המרכז,8500,רמלה,1483,712,771,129,1354,601,1415,76,4%
2017-01,המרכז,8700,רעננה,678,320,358,285,393,38,672,10,2%
2017-01,המרכז,1304,שוהם,177,64,113,72,105,10,176,1,2%
2017-01,המרכז,154,תל מונד,143,74,69,48,95,17,143,0,2%
2017-01,הצפון,473,אבו סנאן,575,241,334,4,571,445,562,8,10%
2017-01,הצפון,478,אכסאל,449,191,258,7,442,384,446,9,8%
2017-01,הצפון,529,אעבלין,443,184,259,10,433,348,432,8,8%
2017-01,הצפון,482,בועיינה-נוג'ידאת,278,134,144,8,270,219,270,4,7%
2017-01,הצפון,4001,בוקעאתא,414,161,253,4,410,305,399,0,15%
2017-01,הצפון,998,ביר אל-מכסור,341,143,198,6,335,258,336,6,9%
2017-01,הצפון,480,בית ג'ן,390,118,272,9,381,263,370,1,7%
2017-01,הצפון,9200,בית שאן,716,336,380,24,692,323,687,43,7%
2017-01,הצפון,944,בסמת טבעון,178,84,94,3,175,129,165,5,5%
2017-01,הצפון,483,בענה,340,142,198,7,333,282,324,7,10%
2017-01,הצפון,1292,ג'דיידה-מכר,1112,499,613,2,1110,900,1093,15,12%
2017-01,הצפון,485,ג'ולס,197,58,139,2,195,127,196,0,7%
2017-01,הצפון,487,ג'ש (גוש חלב),60,25,35,7,53,25,60,1,4%
2017-01,הצפון,489,דבורייה,293,121,172,15,278,211,289,2,7%
2017-01,הצפון,490,דייר אל-אסד,337,147,190,12,325,278,321,9,6%
2017-01,הצפון,492,דייר חנא,612,259,353,4,608,467,598,7,12%
2017-01,הצפון,975,זרזיר,221,96,125,3,218,143,218,6,7%
2017-01,הצפון,496,חורפיש,114,43,71,12,102,58,107,5,4%
2017-01,הצפון,2034,חצור הגלילית,248,99,149,17,231,119,230,4,5%
2017-01,הצפון,6700,טבריה,1518,725,793,83,1435,730,1327,72,6%
2017-01,הצפון,962,טובא-זנגרייה,329,162,167,5,324,226,317,4,11%
2017-01,הצפון,498,טורעאן,409,180,229,8,401,338,401,12,7%
2017-01,הצפון,8900,טמרה,1328,607,721,21,1307,1119,1296,12,10%
2017-01,הצפון,1295,יאנוח-ג'ת,147,54,93,5,142,85,142,3,5%
2017-01,הצפון,46,יבנאל,116,59,57,9,107,72,94,4,6%
2017-01,הצפון,499,יפיע,540,234,306,14,526,408,531,10,7%
2017-01,הצפון,240,יקנעם עילית,445,185,260,79,366,113,431,28,4%
2017-01,הצפון,502,ירכא,420,161,259,1,419,320,415,5,7%
2017-01,הצפון,504,כאבול,467,226,241,6,461,394,456,4,10%
2017-01,הצפון,505,כאוכב אבו אל-היג'א,209,89,120,3,206,176,206,3,12%
2017-01,הצפון,1296,כסרא-סמיע,208,79,129,8,200,129,189,1,6%
2017-01,הצפון,978,כעביה-טבאש-חג'אג'רה,149,61,88,2,147,107,147,1,7%
2017-01,הצפון,1263,כפר ורדים,68,31,37,28,40,5,67,0,2%
2017-01,הצפון,507,כפר יאסיף,401,163,238,9,392,272,395,7,8%
2017-01,הצפון,508,כפר כמא,57,25,32,5,52,25,56,0,3%
2017-01,הצפון,509,כפר כנא,812,377,435,30,782,650,788,28,9%
2017-01,הצפון,510,כפר מנדא,683,331,352,6,677,530,677,4,10%
2017-01,הצפון,47,כפר תבור,34,10,24,15,19,1,33,1,2%
2017-01,הצפון,1139,כרמיאל,1409,574,835,278,1131,665,1299,42,5%
2017-01,הצפון,481,מגאר,1246,541,705,22,1224,1005,1210,23,13%
2017-01,הצפון,516,מג'ד אל-כרום,485,206,279,8,477,351,459,12,7%
2017-01,הצפון,874,מגדל העמק,771,328,443,88,683,292,709,77,5%
2017-01,הצפון,4201,מג'דל שמס,426,166,260,10,416,311,409,6,9%
2017-01,הצפון,517,מזרעה,157,69,88,0,157,114,152,4,8%
2017-01,הצפון,4203,מסעדה,202,73,129,3,199,157,188,4,11%
2017-01,הצפון,518,מעיליא,61,33,28,7,54,19,61,1,4%
2017-01,הצפון,1063,מעלות-תרשיחא,791,392,399,87,704,388,748,39,6%
2017-01,הצפון,520,משהד,205,91,114,3,202,167,197,4,6%
2017-01,הצפון,9100,נהרייה,1763,853,910,163,1600,952,1660,74,5%
2017-01,הצפון,522,נחף,385,176,209,16,369,307,366,10,7%
2017-01,הצפון,7300,נצרת,2739,1187,1552,129,2610,2052,2699,37,8%
2017-01,הצפון,1061,נצרת עילית,1434,628,806,140,1294,678,1259,113,5%
2017-01,הצפון,525,סאג'ור,104,36,68,7,97,75,102,1,6%
2017-01,הצפון,7500,סח'נין,1920,870,1050,37,1883,1578,1883,15,14%
2017-01,הצפון,4501,ע'ג'ר,87,28,59,0,87,57,86,0,8%
2017-01,הצפון,530,עיילבון,179,84,95,11,168,101,175,4,6%
2017-01,הצפון,511,עילוט,274,110,164,8,266,220,271,4,10%
2017-01,הצפון,532,עין מאהל,395,203,192,13,382,301,380,4,7%
2017-01,הצפון,7600,עכו,2776,1291,1485,145,2631,2013,2666,48,10%
2017-01,הצפון,7700,עפולה,1485,617,868,180,1305,583,1392,69,6%
2017-01,הצפון,531,עראבה,1423,604,819,21,1402,1232,1400,9,14%
2017-01,הצפון,535,פסוטה,87,42,45,7,80,50,83,2,5%
2017-01,הצפון,536,פקיעין (בוקייעה),133,74,59,7,126,82,127,5,5%
2017-01,הצפון,8000,צפת,1053,542,511,104,949,674,979,26,8%
2017-01,הצפון,4100,קצרין,201,92,109,26,175,87,198,6,5%
2017-01,הצפון,2800,קריית שמונה,731,356,375,68,663,282,698,34,5%
2017-01,הצפון,543,ראמה,257,102,155,21,236,179,247,4,6%
2017-01,הצפון,26,ראש פינה,42,18,24,6,36,15,41,0,3%
2017-01,הצפון,542,ריינה,481,224,257,9,472,368,468,4,7%
2017-01,הצפון,122,רמת ישי,92,41,51,44,48,10,91,0,2%
2017-01,הצפון,913,שבלי - אום אל-גנם,206,87,119,6,200,130,201,8,8%
2017-01,הצפון,812,שלומי,201,75,126,20,181,104,193,9,5%
2017-01,הצפון,538,שעב,462,191,271,5,457,396,457,3,15%
2017-01,הצפון,8800,שפרעם,1425,573,852,37,1388,1145,1390,28,8%
2017-01,חיפה,2710,אום אל-פחם,2790,1186,1604,27,2763,2301,2725,40,14%
2017-01,חיפה,1020,אור עקיבא,454,196,258,47,407,124,436,23,4%
2017-01,חיפה,6000,באקה אל-גרביה,529,243,286,7,522,333,524,33,5%
2017-01,חיפה,9800,בנימינה-גבעת עדה*,190,88,102,64,126,39,190,4,3%
2017-01,חיפה,1326,"בסמ""ה",357,161,196,7,350,276,352,5,9%
2017-01,חיפה,541,ג'סר א-זרקא,267,148,119,3,264,154,266,13,5%
2017-01,חיפה,628,ג'ת,189,96,93,6,183,112,186,10,4%
2017-01,חיפה,494,דאלית אל-כרמל,454,180,274,14,440,265,407,8,5%
2017-01,חיפה,9300,זכרון יעקב,262,116,146,94,168,35,257,1,2%
2017-01,חיפה,6500,חדרה,2108,939,1169,254,1854,712,1979,54,4%
2017-01,חיפה,4000,חיפה,5563,2693,2870,1198,4365,2709,5193,146,4%
2017-01,חיפה,1247,חריש,82,36,46,16,66,16,72,2,5%
2017-01,חיפה,2100,טירת כרמל,633,316,317,27,606,322,615,16,6%
2017-01,חיפה,654,כפר קרע,415,194,221,12,403,248,408,16,5%
2017-01,חיפה,1327,מעלה עירון,662,258,404,4,658,545,647,8,12%
2017-01,חיפה,2500,נשר,366,180,186,74,292,134,356,4,3%
2017-01,חיפה,534,עספיא,297,130,167,16,281,152,272,5,5%
2017-01,חיפה,637,ערערה,494,223,271,8,486,327,482,16,6%
2017-01,חיפה,537,פוריידיס,283,156,127,5,278,134,280,4,5%
2017-01,חיפה,7800,פרדס חנה-כרכור,721,309,412,180,541,164,709,22,4%
2017-01,חיפה,6800,קריית אתא,1435,659,776,118,1317,685,1403,42,5%
2017-01,חיפה,9500,קריית ביאליק,955,418,537,117,838,413,926,19,4%
2017-01,חיפה,2300,קריית טבעון,187,79,108,84,103,29,185,2,2%
2017-01,חיפה,9600,קריית ים,1258,577,681,117,1141,702,1212,31,6%
2017-01,חיפה,8200,קריית מוצקין,894,375,519,150,744,355,864,18,4%
2017-01,חיפה,922,רכסים,145,69,76,10,135,74,129,2,4%
2017-01,ירושלים,472,אבו גוש,245,133,112,7,238,174,242,7,8%
2017-01,ירושלים,2610,בית שמש,1213,524,689,111,1102,424,1163,50,4%
2017-01,ירושלים,3000,ירושלים,11434,5154,6280,1355,10079,6978,11097,156,4%
2017-01,ירושלים,1015,מבשרת ציון,320,157,163,70,250,109,311,7,2%
2017-01,ירושלים,1137,קריית יערים,45,23,22,9,36,15,45,2,3%
2017-01,תל אביב,2400,אור יהודה,624,316,308,63,561,153,598,41,3%
2017-01,תל אביב,565,אזור,173,87,86,29,144,33,168,4,3%
2017-01,תל אביב,6100,בני ברק,1654,815,839,89,1565,698,1530,26,3%
2017-01,תל אביב,6200,בת ים,2637,1277,1360,358,2279,891,2493,109,4%
2017-01,תל אביב,6300,גבעתיים,725,331,394,347,378,79,721,10,2%
2017-01,תל אביב,6400,הרצלייה,1052,479,573,376,676,30,1043,15,2%
2017-01,תל אביב,6600,חולון,2889,1309,1580,485,2404,628,2813,68,3%
2017-01,תל אביב,2620,קריית אונו,405,162,243,182,223,34,401,4,2%
2017-01,תל אביב,8600,רמת גן,1977,933,1044,698,1279,316,1942,27,2%
2017-01,תל אביב,2650,רמת השרון,375,158,217,175,200,12,373,7,2%
2017-01,תל אביב,5000,תל אביב -יפו,7266,3604,3662,2658,4608,1635,7130,110,3%
2017-02,אזור יהודה והשומרון,3760,אורנית,81,41,40,33,48,2,81,4,2%
2017-02,אזור יהודה והשומרון,3750,אלפי מנשה,92,33,59,35,57,4,90,2,2%
2017-02,אזור יהודה והשומרון,3560,אלקנה,32,16,16,15,17,0,32,0,2%
2017-02,אזור יהודה והשומרון,3650,אפרת,124,70,54,60,64,6,124,2,3%
2017-02,אזור יהודה והשומרון,3570,אריאל,303,141,162,67,236,22,300,14,3%
2017-02,אזור יהודה והשומרון,3574,בית אל,52,26,26,19,33,16,52,0,2%
2017-02,אזור יהודה והשומרון,3652,בית אריה,54,30,24,14,40,0,54,1,2%
2017-02,אזור יהודה והשומרון,3780,ביתר עילית,455,210,245,11,444,161,450,1,4%
2017-02,אזור יהודה והשומרון,3730,גבעת זאב,176,77,99,41,135,38,172,4,2%
2017-02,אזור יהודה והשומרון,3769,הר אדר,26,11,15,13,13,2,26,0,1%
2017-02,אזור יהודה והשומרון,3797,מודיעין עילית,387,124,263,24,363,30,383,5,3%
2017-02,אזור יהודה והשומרון,3616,מעלה אדומים,563,250,313,91,472,158,551,14,3%
2017-02,אזור יהודה והשומרון,3660,עמנואל,44,27,17,2,42,23,44,5,4%
2017-02,אזור יהודה והשומרון,3557,קדומים,26,17,9,7,19,5,24,0,1%
2017-02,אזור יהודה והשומרון,3611,קריית ארבע,88,51,37,18,70,40,83,4,3%
2017-02,אזור יהודה והשומרון,3640,קרני שומרון,70,42,28,21,49,5,69,1,2%
2017-02,הדרום,31,אופקים,798,350,448,50,748,452,775,41,6%
2017-02,הדרום,2600,אילת,1194,597,597,58,1136,378,1122,56,3%
2017-02,הדרום,70,אשדוד,5059,2099,2960,648,4411,2293,4801,118,4%
2017-02,הדרום,7100,אשקלון,3480,1502,1978,414,3066,1659,3063,58,5%
2017-02,הדרום,9000,באר שבע,5256,2413,2843,662,4594,2838,4967,121,5%
2017-02,הדרום,2200,דימונה,1641,743,898,93,1548,1118,1545,37,9%
2017-02,הדרום,1303,חורה,543,229,314,4,539,456,526,4,14%
2017-02,הדרום,831,ירוחם,379,185,194,25,354,220,352,27,8%
2017-02,הדרום,1059,כסיפה,984,393,591,4,980,862,972,7,21%
2017-02,הדרום,1271,להבים,52,14,38,29,23,3,52,0,1%
2017-02,הדרום,1060,לקיה,644,286,358,8,636,559,628,3,16%
2017-02,הדרום,1268,מיתר,84,34,50,34,50,5,82,0,2%
2017-02,הדרום,99,מצפה רמון,231,91,140,14,217,154,220,11,9%
2017-02,הדרום,246,נתיבות,877,396,481,52,825,406,820,61,6%
2017-02,הדרום,666,עומר,57,20,37,29,28,3,56,1,1%
2017-02,הדרום,2560,ערד,673,295,378,60,613,333,642,29,5%
2017-02,הדרום,1192,ערערה-בנגב,1090,475,615,6,1084,971,1064,17,25%
2017-02,הדרום,2630,קריית גת,1535,624,911,88,1447,705,1461,67,5%
2017-02,הדרום,1034,קריית מלאכי,691,302,389,25,666,288,660,49,6%
2017-02,הדרום,1161,רהט,2399,1003,1396,10,2389,1860,2358,102,13%
2017-02,הדרום,1286,שגב-שלום,331,128,203,2,329,280,320,3,13%
2017-02,הדרום,1031,שדרות,897,413,484,65,832,485,827,32,7%
2017-02,הדרום,1054,תל שבע,732,325,407,2,730,644,701,7,16%
2017-02,המרכז,182,אבן יהודה,163,76,87,54,109,15,162,1,2%
2017-02,המרכז,41,אליכין,57,30,27,12,45,15,54,1,3%
2017-02,המרכז,1309,אלעד,302,126,176,25,277,30,293,2,2%
2017-02,המרכז,2530,באר יעקב,240,93,147,73,167,44,235,4,3%
2017-02,המרכז,466,בית דגן,97,52,45,13,84,29,95,1,3%
2017-02,המרכז,1066,"בני עי""ש",129,70,59,15,114,39,126,6,3%
2017-02,המרכז,681,גבעת שמואל,249,133,116,77,172,37,246,0,2%
2017-02,המרכז,2550,גדרה,292,132,160,48,244,74,284,4,2%
2017-02,המרכז,627,ג'לג'וליה,72,38,34,2,70,38,72,0,2%
2017-02,המרכז,166,גן יבנה,294,119,175,48,246,58,289,2,3%
2017-02,המרכז,229,גני תקווה,208,101,107,81,127,24,206,0,2%
2017-02,המרכז,9700,הוד השרון,639,281,358,301,338,31,632,17,2%
2017-02,המרכז,1290,זמר,117,42,75,2,115,77,115,7,4%
2017-02,המרכז,2730,טייבה,1077,492,585,33,1044,768,938,47,6%
2017-02,המרכז,2720,טירה,174,91,83,12,162,55,168,7,2%
2017-02,המרכז,2660,יבנה,680,322,358,139,541,181,671,25,3%
2017-02,המרכז,9400,יהוד,355,160,195,87,268,40,344,7,2%
2017-02,המרכז,1224,כוכב יאיר,81,43,38,51,30,0,81,0,1%
2017-02,המרכז,633,כפר ברא,11,7,4,1,10,6,11,0,1%
2017-02,המרכז,168,כפר יונה,300,135,165,63,237,41,297,4,3%
2017-02,המרכז,6900,כפר סבא,1073,494,579,415,658,89,1056,20,2%
2017-02,המרכז,634,כפר קאסם,202,82,120,12,190,100,201,1,2%
2017-02,המרכז,7000,לוד,1704,822,882,131,1573,877,1665,48,5%
2017-02,המרכז,1200,מודיעין-מכבים-רעות*,828,383,445,341,487,47,815,22,2%
2017-02,המרכז,28,מזכרת בתיה,155,67,88,50,105,19,152,1,2%
2017-02,המרכז,7200,נס ציונה,623,293,330,149,474,155,612,13,3%
2017-02,המרכז,7400,נתניה,3782,1832,1950,481,3301,1235,3687,91,4%
2017-02,המרכז,587,סביון*,17,6,11,10,7,1,17,0,1%
2017-02,המרכז,171,פרדסייה,74,39,35,29,45,5,74,0,2%
2017-02,המרכז,7900,פתח תקווה,3580,1645,1935,816,2764,827,3480,61,3%
2017-02,המרכז,195,קדימה-צורן,250,104,146,73,177,35,249,2,2%
2017-02,המרכז,638,קלנסווה,370,198,172,8,362,257,331,10,4%
2017-02,המרכז,469,קריית עקרון,212,95,117,27,185,87,210,7,4%
2017-02,המרכז,2640,ראש העין,719,345,374,122,597,119,713,20,3%
2017-02,המרכז,8300,ראשון לציון,3881,1668,2213,784,3097,975,3833,70,3%
2017-02,המרכז,8400,רחובות,2106,906,1200,528,1578,671,2035,49,3%
2017-02,המרכז,8500,רמלה,1425,684,741,126,1299,575,1360,56,4%
2017-02,המרכז,8700,רעננה,652,296,356,285,367,40,638,10,2%
2017-02,המרכז,1304,שוהם,154,57,97,72,82,8,152,0,1%
2017-02,המרכז,154,תל מונד,147,77,70,49,98,14,147,2,2%
2017-02,הצפון,473,אבו סנאן,557,234,323,4,553,436,548,5,10%
2017-02,הצפון,478,אכסאל,451,197,254,10,441,383,448,1,8%
2017-02,הצפון,529,אעבלין,439,187,252,12,427,350,429,4,8%
2017-02,הצפון,482,בועיינה-נוג'ידאת,268,125,143,6,262,216,257,3,7%
2017-02,הצפון,4001,בוקעאתא,403,155,248,4,399,301,390,2,14%
2017-02,הצפון,998,ביר אל-מכסור,329,139,190,6,323,243,325,8,9%
2017-02,הצפון,480,בית ג'ן,389,116,273,7,382,260,371,1,7%
2017-02,הצפון,9200,בית שאן,700,310,390,26,674,310,677,50,7%
2017-02,הצפון,944,בסמת טבעון,162,71,91,3,159,119,154,4,5%
2017-02,הצפון,483,בענה,333,143,190,7,326,281,323,5,10%
2017-02,הצפון,1292,ג'דיידה-מכר,1074,482,592,4,1070,862,1055,15,12%
2017-02,הצפון,485,ג'ולס,192,53,139,3,189,122,192,1,7%
2017-02,הצפון,487,ג'ש (גוש חלב),54,24,30,8,46,23,53,0,3%
2017-02,הצפון,489,דבורייה,289,120,169,18,271,209,286,3,7%
2017-02,הצפון,490,דייר אל-אסד,311,139,172,14,297,257,306,6,6%
2017-02,הצפון,492,דייר חנא,598,259,339,6,592,456,591,4,12%
2017-02,הצפון,975,זרזיר,209,86,123,5,204,142,204,5,7%
2017-02,הצפון,496,חורפיש,95,40,55,6,89,53,93,2,4%
2017-02,הצפון,2034,חצור הגלילית,246,101,145,13,233,117,229,10,5%
2017-02,הצפון,6700,טבריה,1451,683,768,88,1363,701,1272,58,6%
2017-02,הצפון,962,טובא-זנגרייה,323,156,167,4,319,226,312,3,10%
2017-02,הצפון,498,טורעאן,382,176,206,5,377,319,370,4,7%
2017-02,הצפון,8900,טמרה,1303,606,697,18,1285,1102,1276,11,10%
2017-02,הצפון,1295,יאנוח-ג'ת,140,50,90,5,135,81,137,7,5%
2017-02,הצפון,46,יבנאל,105,54,51,6,99,60,86,4,6%
2017-02,הצפון,499,יפיע,547,246,301,21,526,401,542,2,7%
2017-02,הצפון,240,יקנעם עילית,410,173,237,65,345,108,403,29,4%
2017-02,הצפון,502,ירכא,414,159,255,1,413,319,410,3,7%
2017-02,הצפון,504,כאבול,451,217,234,6,445,387,440,2,9%
2017-02,הצפון,505,כאוכב אבו אל-היג'א,205,91,114,2,203,169,203,0,12%
2017-02,הצפון,1296,כסרא-סמיע,208,80,128,7,201,125,194,5,6%
2017-02,הצפון,978,כעביה-טבאש-חג'אג'רה,158,61,97,0,158,112,153,3,7%
2017-02,הצפון,1263,כפר ורדים,63,29,34,29,34,7,62,0,2%
2017-02,הצפון,507,כפר יאסיף,402,165,237,8,394,271,394,4,8%
2017-02,הצפון,508,כפר כמא,54,20,34,4,50,24,53,0,3%
2017-02,הצפון,509,כפר כנא,771,373,398,25,746,633,737,15,9%
2017-02,הצפון,510,כפר מנדא,684,346,338,7,677,520,677,4,10%
2017-02,הצפון,47,כפר תבור,37,12,25,15,22,2,36,0,2%
2017-02,הצפון,1139,כרמיאל,1400,573,827,278,1122,668,1290,48,5%
2017-02,הצפון,481,מגאר,1243,532,711,23,1220,1007,1204,24,13%
2017-02,הצפון,516,מג'ד אל-כרום,472,214,258,10,462,334,453,14,7%
2017-02,הצפון,874,מגדל העמק,715,320,395,73,642,285,669,67,5%
2017-02,הצפון,4201,מג'דל שמס,425,168,257,8,417,311,401,4,9%
2017-02,הצפון,517,מזרעה,152,73,79,2,150,113,149,4,8%
2017-02,הצפון,4203,מסעדה,191,67,124,3,188,153,175,4,11%
2017-02,הצפון,518,מעיליא,61,35,26,7,54,18,61,1,4%
2017-02,הצפון,1063,מעלות-תרשיחא,783,385,398,80,703,382,746,38,6%
2017-02,הצפון,520,משהד,194,91,103,4,190,162,187,4,6%
2017-02,הצפון,9100,נהרייה,1720,837,883,161,1559,931,1617,65,5%
2017-02,הצפון,522,נחף,372,167,205,15,357,295,362,8,7%
2017-02,הצפון,7300,נצרת,2694,1176,1518,126,2568,2007,2660,23,8%
2017-02,הצפון,1061,נצרת עילית,1324,607,717,137,1187,640,1180,60,5%
2017-02,הצפון,525,סאג'ור,94,35,59,6,88,71,93,0,5%
2017-02,הצפון,7500,סח'נין,1887,851,1036,43,1844,1535,1865,13,14%
2017-02,הצפון,4501,ע'ג'ר,91,29,62,1,90,62,90,0,9%
2017-02,הצפון,530,עיילבון,165,77,88,10,155,101,161,2,6%
2017-02,הצפון,511,עילוט,267,109,158,6,261,213,265,1,10%
2017-02,הצפון,532,עין מאהל,386,196,190,11,375,293,374,2,7%
2017-02,הצפון,7600,עכו,2752,1258,1494,144,2608,1999,2646,41,10%
2017-02,הצפון,7700,עפולה,1405,608,797,166,1239,558,1337,78,5%
2017-02,הצפון,531,עראבה,1396,588,808,33,1363,1198,1372,12,14%
2017-02,הצפון,535,פסוטה,80,39,41,7,73,46,76,2,5%
2017-02,הצפון,536,פקיעין (בוקייעה),129,72,57,4,125,81,124,3,5%
2017-02,הצפון,8000,צפת,997,521,476,101,896,662,922,22,7%
2017-02,הצפון,4100,קצרין,176,75,101,23,153,82,172,5,4%
2017-02,הצפון,2800,קריית שמונה,718,362,356,80,638,283,692,36,5%
2017-02,הצפון,543,ראמה,250,95,155,23,227,173,240,3,6%
2017-02,הצפון,26,ראש פינה,42,18,24,6,36,19,39,1,2%
2017-02,הצפון,542,ריינה,464,212,252,9,455,363,447,6,7%
2017-02,הצפון,122,רמת ישי,78,32,46,35,43,9,75,0,2%
2017-02,הצפון,913,שבלי - אום אל-גנם,194,86,108,6,188,123,190,7,7%
2017-02,הצפון,812,שלומי,216,81,135,24,192,110,206,3,6%
2017-02,הצפון,538,שעב,455,195,260,6,449,384,450,1,15%
2017-02,הצפון,8800,שפרעם,1427,580,847,47,1380,1128,1387,33,8%
2017-02,חיפה,2710,אום אל-פחם,2694,1125,1569,28,2666,2220,2648,33,13%
2017-02,חיפה,1020,אור עקיבא,432,185,247,48,384,117,419,21,4%
2017-02,חיפה,6000,באקה אל-גרביה,530,245,285,7,523,328,528,38,5%
2017-02,חיפה,9800,בנימינה-גבעת עדה*,181,82,99,62,119,38,181,5,3%
2017-02,חיפה,1326,"בסמ""ה",355,156,199,5,350,275,351,2,9%
2017-02,חיפה,541,ג'סר א-זרקא,234,130,104,1,233,131,231,12,4%
2017-02,חיפה,628,ג'ת,197,100,97,10,187,113,194,7,4%
2017-02,חיפה,494,דאלית אל-כרמל,454,178,276,21,433,246,420,8,5%
2017-02,חיפה,9300,זכרון יעקב,263,123,140,102,161,32,259,5,2%
2017-02,חיפה,6500,חדרה,2053,940,1113,258,1795,686,1945,59,4%
2017-02,חיפה,4000,חיפה,5400,2622,2778,1162,4238,2607,5063,146,4%
2017-02,חיפה,1247,חריש,84,30,54,18,66,16,76,0,5%
2017-02,חיפה,2100,טירת כרמל,637,310,327,36,601,315,623,22,6%
2017-02,חיפה,654,כפר קרע,398,185,213,14,384,242,392,16,5%
2017-02,חיפה,1327,מעלה עירון,658,261,397,4,654,532,649,10,12%
2017-02,חיפה,2500,נשר,373,173,200,79,294,130,355,13,3%
2017-02,חיפה,534,עספיא,299,133,166,15,284,151,276,5,5%
2017-02,חיפה,637,ערערה,481,218,263,10,471,326,467,20,6%
2017-02,חיפה,537,פוריידיס,259,149,110,6,253,124,257,8,5%
2017-02,חיפה,7800,פרדס חנה-כרכור,707,310,397,180,527,153,696,26,4%
2017-02,חיפה,6800,קריית אתא,1358,625,733,101,1257,665,1319,35,4%
2017-02,חיפה,9500,קריית ביאליק,915,413,502,115,800,398,885,33,4%
2017-02,חיפה,2300,קריית טבעון,179,77,102,82,97,29,174,0,2%
2017-02,חיפה,9600,קריית ים,1234,574,660,108,1126,669,1187,40,6%
2017-02,חיפה,8200,קריית מוצקין,853,357,496,141,712,345,828,24,4%
2017-02,חיפה,922,רכסים,144,72,72,10,134,77,130,4,4%
2017-02,ירושלים,472,אבו גוש,232,126,106,8,224,171,229,1,8%
2017-02,ירושלים,2610,בית שמש,1134,475,659,97,1037,426,1081,41,3%
2017-02,ירושלים,3000,ירושלים,11052,5026,6026,1314,9738,6832,10738,156,4%
2017-02,ירושלים,1015,מבשרת ציון,319,158,161,68,251,111,311,4,2%
2017-02,ירושלים,1137,קריית יערים,42,22,20,8,34,15,42,0,3%
2017-02,תל אביב,2400,אור יהודה,582,289,293,61,521,134,563,30,3%
2017-02,תל אביב,565,אזור,168,91,77,32,136,26,166,0,3%
2017-02,תל אביב,6100,בני ברק,1546,793,753,79,1467,657,1429,20,3%
2017-02,תל אביב,6200,בת ים,2543,1237,1306,358,2185,850,2404,80,3%
2017-02,תל אביב,6300,גבעתיים,690,313,377,329,361,68,688,8,2%
2017-02,תל אביב,6400,הרצלייה,1013,461,552,371,642,31,1007,7,2%
2017-02,תל אביב,6600,חולון,2764,1233,1531,463,2301,619,2692,66,3%
2017-02,תל אביב,2620,קריית אונו,380,159,221,175,205,32,375,4,2%
2017-02,תל אביב,8600,רמת גן,1899,889,1010,662,1237,309,1858,32,2%
2017-02,תל אביב,2650,רמת השרון,369,148,221,175,194,11,367,5,2%
2017-02,תל אביב,5000,תל אביב -יפו,6943,3506,3437,2570,4373,1540,6811,106,3%
2017-03,אזור יהודה והשומרון,3760,אורנית,80,37,43,31,49,4,80,0,2%
2017-03,אזור יהודה והשומרון,3750,אלפי מנשה,89,31,58,30,59,1,88,2,2%
2017-03,אזור יהודה והשומרון,3560,אלקנה,29,13,16,16,13,0,29,0,2%
2017-03,אזור יהודה והשומרון,3650,אפרת,110,62,48,56,54,4,110,1,3%
2017-03,אזור יהודה והשומרון,3570,אריאל,277,126,151,65,212,22,272,18,3%
2017-03,אזור יהודה והשומרון,3574,בית אל,56,25,31,20,36,15,56,0,2%
2017-03,אזור יהודה והשומרון,3652,בית אריה,53,28,25,13,40,1,53,1,2%
